diretory_path,train,train_mse,train_rmse,train_mae,train_mapd,train_r2_squared,validation,val_mse,val_rmse,val_mae,val_mapd,val_r2_squared,test,test_mse,test_rmse,test_mae,test_mapd,test_r2_squared,time complexity,training time,validation time,test time,hyper-parameters,batch_size,lr_val,num_epochs,init_weights,num_hidden_layers,nodes_per_layer,activation,other parameters,feature_processing,label_type,input_feature_size,output_size,input_path,output_path,device
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_06_2718480,train,0.04360987,0.20882978,0.18696941,1.000922,0.99924511,val,0.05147024,0.22687054,0.19671078,1.07446533,0.99907384,test,0.04655742,0.21577168,0.19096321,0.99488266,0.99923159,time complexity,2015.4689993858335,0.2120020389556884,0.2179999351501464,hyper-parameters,64,0.005,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_06_363770,train,0.01506022,0.12272007,0.09415615,0.49163375,0.99973931,val,0.01864091,0.13653171,0.09999685,0.53526693,0.99966457,test,0.02029041,0.14244442,0.10159735,0.51916395,0.99966512,time complexity,759.0170001983643,0.1320002079010009,0.0940020084381103,hyper-parameters,128,0.005,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_07_1783348,train,0.02698844,0.16428159,0.121399,0.64339091,0.99953283,val,0.03301782,0.18170807,0.12428691,0.69345767,0.99940588,test,0.03567571,0.18888015,0.12677562,0.67210406,0.99941119,time complexity,493.2480010986328,0.1040000915527343,0.0969994068145752,hyper-parameters,256,0.005,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_08_2325887,train,0.02987581,0.17284618,0.13047382,0.73128494,0.99948284,val,0.03551571,0.18845612,0.13531674,0.78298126,0.99936093,test,0.03943614,0.19858533,0.13903108,0.76336121,0.99934912,time complexity,559.3800020217896,0.103001594543457,0.0889997482299804,hyper-parameters,512,0.005,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_12_0893085,train,0.03223112,0.17953028,0.13878633,0.62314363,0.99944207,val,0.03234322,0.1798422,0.13752739,0.6414614,0.99941801,test,0.03714789,0.19273789,0.15065686,0.66768287,0.99938689,time complexity,4506.549001455307,0.1370017528533935,0.1349983215332031,hyper-parameters,1,0.001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_13_2735680,train,0.01055486,0.10273687,0.07816896,0.41745713,0.99981729,val,0.01614717,0.12707151,0.08843033,0.49466154,0.99970945,test,0.01473117,0.12137201,0.09019826,0.46167266,0.99975687,time complexity,12526.422999620438,0.312000036239624,0.312999963760376,hyper-parameters,2,0.001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_14_1111436,train,0.00838045,0.09154481,0.06754434,0.35568592,0.99985493,val,0.01223429,0.11060872,0.07679695,0.41897136,0.99977986,test,0.01116228,0.10565168,0.07235523,0.37751002,0.99981577,time complexity,9894.524998664856,0.6029996871948242,0.5919992923736572,hyper-parameters,4,0.001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_15_4812331,train,0.02087096,0.14446786,0.11879186,0.58564035,0.99963872,val,0.02390152,0.15460117,0.12244847,0.62808816,0.99956991,test,0.02469911,0.15715951,0.12565839,0.60979019,0.99959235,time complexity,10041.70799946785,0.5550012588500977,0.5430004596710205,hyper-parameters,8,0.001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_17_5997903,train,0.00689201,0.08301816,0.0625094,0.33526115,0.9998807,val,0.01096711,0.10472399,0.07519419,0.42223436,0.99980266,test,0.0097736,0.09886154,0.06744729,0.35896165,0.99983869,time complexity,3287.0349991321564,0.429999828338623,0.44100022315979,hyper-parameters,16,0.001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_19_3653507,train,0.00981001,0.0990455,0.07661267,0.38134704,0.99983019,val,0.01539194,0.12406427,0.09096739,0.47634489,0.99972304,test,0.0134148,0.11582229,0.08504308,0.41386437,0.99977859,time complexity,1704.7860000133514,0.2899999618530273,0.2919998168945312,hyper-parameters,32,0.001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_20_0472420,train,0.00944951,0.0972086,0.07111962,0.36632556,0.99983643,val,0.01302073,0.11410841,0.08047076,0.42902381,0.9997657,test,0.01376615,0.11732924,0.07898129,0.40189501,0.9997728,time complexity,1643.0859999656675,0.2159996032714843,0.2050001621246338,hyper-parameters,64,0.001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_21_0595970,train,0.01809107,0.13450304,0.10135185,0.523011,0.99968684,val,0.02499079,0.15808475,0.1152432,0.63297011,0.99955031,test,0.02324758,0.15247156,0.11031573,0.56076024,0.99961631,time complexity,510.6419997215271,0.1180005073547363,0.0939993858337402,hyper-parameters,128,0.001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_23_0395799,train,0.04880808,0.22092551,0.17516693,0.94176873,0.99915512,val,0.0529477,0.23010367,0.17975403,0.99601849,0.99904726,test,0.0564757,0.23764616,0.18238911,0.95114045,0.99906789,time complexity,310.0490005016327,0.0620002746582031,0.059999942779541,hyper-parameters,256,0.001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_28_2726698,train,0.06386864,0.25272247,0.17789905,0.96830042,0.99889442,val,0.07390538,0.27185544,0.18766356,1.05114999,0.99867014,test,0.07246982,0.26920217,0.18211719,0.95391869,0.99880392,time complexity,232.55900049209595,0.0559992790222168,0.051999807357788,hyper-parameters,512,0.001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_29_4966445,train,0.0180866,0.13448645,0.11073682,0.55685926,0.99968692,val,0.02073751,0.14400525,0.11347756,0.5888862,0.99962685,test,0.02187168,0.14789076,0.11911984,0.5871014,0.99963902,time complexity,4353.935000896454,0.1379985809326172,0.1399998664855957,hyper-parameters,1,0.0005,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_32_362493,train,0.01076745,0.10376631,0.07879209,0.39721616,0.99981361,val,0.01552691,0.12460704,0.08842298,0.46974956,0.99972061,test,0.01418278,0.11909147,0.08980927,0.44823062,0.99976592,time complexity,12505.261999130247,0.043001651763916,0.0439984798431396,hyper-parameters,2,0.0005,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_39_5360937,train,0.01220295,0.11046698,0.08489382,0.47352092,0.99978876,val,0.01647713,0.1283633,0.09305719,0.52865875,0.99970351,test,0.0146387,0.12099051,0.08930323,0.48461477,0.99975839,time complexity,10842.867000102997,0.3400001525878906,0.3400001525878906,hyper-parameters,4,0.0005,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_40_1982681,train,0.02024779,0.14229475,0.11922688,0.59135265,0.99964951,val,0.02256233,0.15020761,0.12151615,0.62601924,0.99959401,test,0.02422034,0.15562885,0.12595062,0.60581128,0.99960025,time complexity,5881.865000486374,0.6109998226165771,0.5910005569458008,hyper-parameters,8,0.0005,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_40_4338882,train,0.0160015,0.12649703,0.09784974,0.46319291,0.99972301,val,0.02033533,0.142602,0.10756316,0.53427826,0.99963409,test,0.01976597,0.14059149,0.10655127,0.49576655,0.99967377,time complexity,3149.9699981212616,0.5290002822875977,0.514000415802002,hyper-parameters,16,0.0005,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_47_4120050,train,0.00903281,0.09504109,0.06885709,0.34170036,0.99984364,val,0.01272955,0.11282531,0.07749564,0.40826912,0.99977094,test,0.01386103,0.11773288,0.08065018,0.39682475,0.99977123,time complexity,1632.9500014781952,0.2660000324249267,0.237999677658081,hyper-parameters,32,0.0005,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_48_1618561,train,0.0094135,0.0970232,0.06956346,0.35979393,0.99983705,val,0.01281545,0.11320534,0.07581174,0.4076084,0.9997694,test,0.0136138,0.11667819,0.07600154,0.39289147,0.99977531,time complexity,788.1330001354218,0.1230001449584961,0.1229994297027587,hyper-parameters,64,0.0005,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_05_53_2885338,train,0.01651129,0.12849627,0.09029131,0.46907663,0.99971419,val,0.02118292,0.14554352,0.10055504,0.54140481,0.99961883,test,0.02383278,0.1543787,0.09814613,0.49798691,0.99960665,time complexity,447.1780009269714,0.0849995613098144,0.0859997272491455,hyper-parameters,128,0.0005,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_01_0991901,train,0.03165068,0.17790639,0.13378158,0.6972812,0.99945212,val,0.03593123,0.18955533,0.13915287,0.75421706,0.99935345,test,0.03828876,0.19567515,0.13728946,0.70683817,0.99936806,time complexity,334.9379982948303,0.068000316619873,0.0629987716674804,hyper-parameters,256,0.0005,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_01_3963063,train,0.06681541,0.25848675,0.1834406,0.97516982,0.99884341,val,0.06867266,0.26205468,0.18285289,1.01245998,0.9987643,test,0.07251842,0.26929244,0.1861961,0.9627657,0.99880311,time complexity,216.28699946403503,0.054999828338623,0.0560002326965332,hyper-parameters,512,0.0005,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_04_3787999,train,0.02055309,0.14336348,0.12676643,0.7397021,0.99964422,val,0.0242687,0.15578413,0.1327939,0.78761342,0.99956331,test,0.02356798,0.15351866,0.12871091,0.72585901,0.99961102,time complexity,3966.217000007629,0.1429994106292724,0.1299998760223388,hyper-parameters,1,0.0001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_05_3161718,train,0.00692559,0.08322012,0.06088686,0.31039274,0.99988012,val,0.01152965,0.1073762,0.07318194,0.38207647,0.99979254,test,0.01083162,0.10407505,0.07303455,0.35800675,0.99982123,time complexity,10531.030999660492,0.0490002632141113,0.0470016002655029,hyper-parameters,2,0.0001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_06_2279940,train,0.01123934,0.10601577,0.0856021,0.47483835,0.99980545,val,0.01341177,0.11580919,0.08789474,0.50191608,0.99975867,test,0.01439762,0.1199901,0.09006525,0.48846043,0.99976237,time complexity,7696.229999780655,0.3459994792938232,0.3430001735687256,hyper-parameters,4,0.0001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_06_5689765,train,0.01056343,0.10277855,0.07501128,0.39145129,0.99981715,val,0.01488365,0.12199858,0.08629819,0.46425111,0.99973218,test,0.01451834,0.12049209,0.08051331,0.4159803,0.99976038,time complexity,5669.421999454498,0.413001537322998,0.424999475479126,hyper-parameters,8,0.0001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_13_0581931,train,0.00914312,0.09561966,0.06815232,0.36077974,0.99984173,val,0.01278815,0.11308472,0.07644927,0.42996526,0.99976989,test,0.01373302,0.11718798,0.07479402,0.39131307,0.99977334,time complexity,3011.6689999103546,0.3789994716644287,0.3610007762908935,hyper-parameters,16,0.0001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_14_1983412,train,0.01489549,0.12204707,0.08792358,0.4641054,0.99974216,val,0.01880119,0.13711743,0.09422722,0.52469573,0.99966169,test,0.02179511,0.14763166,0.09562016,0.49763502,0.99964028,time complexity,2885.7039997577667,0.5399987697601318,0.5299992561340332,hyper-parameters,32,0.0001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_15_0872255,train,0.0243209,0.1559516,0.10826235,0.5731585,0.999579,val,0.0286105,0.16914637,0.111891,0.62485144,0.99948518,test,0.03386689,0.18402958,0.11663346,0.61735204,0.99944104,time complexity,863.1190006732941,0.1239995956420898,0.1180000305175781,hyper-parameters,64,0.0001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_27_3075119,train,0.05121014,0.22629657,0.17019609,0.94903083,0.99911354,val,0.05564418,0.23589018,0.17587642,1.01666371,0.99899874,test,0.06024684,0.24545233,0.17171654,0.92434356,0.99900565,time complexity,468.871999502182,0.0940020084381103,0.1099982261657714,hyper-parameters,128,0.0001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_29_4533341,train,0.08150195,0.28548545,0.2036366,1.10682639,0.99858919,val,0.08734835,0.29554754,0.20651504,1.17050049,0.99842825,test,0.09379332,0.30625695,0.20789662,1.09227136,0.99845198,time complexity,301.9480001926422,0.0690000057220459,0.0669999122619628,hyper-parameters,256,0.0001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_33_3184344,train,0.01161104,0.10775454,0.08468585,0.42294573,0.99979901,val,0.01362845,0.11674094,0.0868279,0.44939788,0.99975477,test,0.01614306,0.12705533,0.09399065,0.46044592,0.99973357,time complexity,3773.346002101898,0.1279997825622558,0.131000280380249,hyper-parameters,1,5e-05,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_33_3441536,train,0.17050403,0.41292134,0.3101348,1.65125683,0.99704855,val,0.15464778,0.39325282,0.29751801,1.66765424,0.99721726,test,0.17929654,0.42343423,0.31541127,1.62256932,0.99704078,time complexity,375.75999999046326,0.0759997367858886,0.0760002136230468,hyper-parameters,512,0.0001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_34_5993925,train,0.00955174,0.09773302,0.07411543,0.37511022,0.99983466,val,0.0128564,0.11338606,0.08254201,0.43322458,0.99976866,test,0.01266297,0.11252986,0.07906643,0.3890523,0.999791,time complexity,8070.668998241425,0.2980005741119385,0.3110003471374511,hyper-parameters,2,5e-05,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_35_3212792,train,0.01102829,0.10501569,0.07835919,0.41242059,0.9998091,val,0.01419341,0.11913609,0.08828741,0.48562225,0.9997446,test,0.01698202,0.13031508,0.08818657,0.4523205,0.99971972,time complexity,6305.985999345779,0.3179998397827148,0.3120002746582031,hyper-parameters,4,5e-05,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_40_0266165,train,0.01356654,0.11647549,0.08680464,0.45022839,0.99976516,val,0.01680744,0.1296435,0.09374323,0.50372141,0.99969757,test,0.0186703,0.1366393,0.09337562,0.47353038,0.99969185,time complexity,4579.146000385284,0.3499987125396728,0.3689992427825928,hyper-parameters,8,5e-05,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_06_42_3852720,train,0.01602256,0.12658025,0.09258652,0.47650659,0.99972265,val,0.01912619,0.13829747,0.09728383,0.5252829,0.99965584,test,0.02370393,0.15396079,0.10214718,0.51255168,0.99960878,time complexity,2675.6659977436066,0.3430004119873047,0.3470001220703125,hyper-parameters,16,5e-05,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28\2024_03_21_07_02_4018582,train,0.02422805,0.15565361,0.10973974,0.57109118,0.99958061,val,0.02757411,0.16605455,0.11181845,0.61272784,0.99950383,test,0.03630601,0.19054136,0.12068796,0.61365486,0.99940078,time complexity,1371.4120001792908,0.1989984512329101,0.1979994773864746,hyper-parameters,32,5e-05,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_hyper_param_tuning\hyper_tuning_2024_03_21_03_39_28,cpu
