diretory_path,train,train_mse,train_rmse,train_mae,train_mapd,train_r2_squared,validation,val_mse,val_rmse,val_mae,val_mapd,val_r2_squared,test,test_mse,test_rmse,test_mae,test_mapd,test_r2_squared,time complexity,training time,validation time,test time,hyper-parameters,batch_size,lr_val,num_epochs,init_weights,num_hidden_layers,nodes_per_layer,activation,other parameters,feature_processing,label_type,input_feature_size,output_size,input_path,output_path,device
F:\Codes\joint attention\Nano-particle\FFNN_outputs_tmp_new\2024_11_19_00_35_3147519,train,0.00689201,0.08301816,0.06250940,0.33526115,0.99988070,val,0.01096711,0.10472399,0.07519419,0.42223436,0.99980266,test,0.00977360,0.09886154,0.06744729,0.35896165,0.99983869,time complexity,215.65372562408447,0.018000125885009766,0.018001317977905273,hyper-parameters,16,0.001,300,x_n,4,"[256, 128, 64, 16]",relu,other-parameters,normalized_35,r_avg_raw,35,1,F:\Codes\joint attention\Nano-particle\output_new_new,F:\Codes\joint attention\Nano-particle\FFNN_outputs_tmp_new,cpu
